borrower_id,borrower_name,institute_id,institute_name,city,state,nirf_rank,nirf_score,institute_tier,course,applicant_origin,gpa_scale,raw_gpa,normalized_cgpa_10,backlogs,internships,certifications,job_portal_activity,interview_count,placement_cell_index,sector_demand_index,historical_course_placement_rate,loan_amount_lakh,moratorium_days_left,placed_3m,placed_6m,placed_12m,actual_salary_lpa,early_delinquency
B023067,Pari Deshpande,IR-E-C-19754,SR University,Warangal,Telangana,98,44.29,3,core_engineering,indian,10,6.95,6.95,0,0,0,0.203,1,0.337,0.424,0.592,12.35,148,0,0,0,0.0,1
B023068,Isha Choudhury,IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,8,71.55,1,core_engineering,indian,10,7.53,7.53,0,0,2,0.634,3,0.587,0.397,0.759,13.17,191,1,1,1,5.1,0
B023069,Ishita Loomba,IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,2,86.66,1,mba,indian,10,7.64,7.64,0,2,1,0.734,2,0.738,0.518,0.96,22.53,117,1,1,1,10.7,0
B023070,Nitin Namboothiri,IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,50,54.16,2,btech_cse,indian,10,7.61,7.61,0,2,1,0.971,3,0.485,0.95,0.805,14.74,165,1,1,1,8.78,0
B023071,Aditya Choudhury,IR-E-U-0223,Jain University Bangalore,Bengaluru,Karnataka,95,44.61,3,btech_cse,indian,10,5.48,5.48,0,1,4,0.544,2,0.639,0.62,0.658,13.86,178,0,0,0,0.0,1
B023072,Tanvi Nambiar,IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,59,51.04,2,core_engineering,indian,10,7.41,7.41,0,0,0,0.367,1,0.308,0.439,0.665,13.54,20,0,0,1,3.81,1
B023073,Keya Khanna,IR-E-U-0373,Chitkara University,Rajpura,Punjab,94,44.82,3,commerce_arts,indian,10,4.74,4.74,1,0,0,0.539,1,0.538,0.317,0.577,4.06,223,0,0,0,0.0,1
B023074,Chirag Lakhanpal,IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,50,54.16,2,mba,indian,10,6.69,6.69,0,0,3,0.604,0,0.472,0.675,0.653,15.46,31,1,1,1,5.07,1
B023075,Noor Iyengar,IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,43,56.35,2,btech_cse,indian,4,3.35,8.37,0,1,3,0.503,3,0.58,0.587,0.8,13.75,39,1,1,1,10.8,0
B023076,Mukul Nag,IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,2,86.66,1,mba,indian,10,8.56,8.56,0,3,4,1.0,4,0.82,0.56,0.96,18.68,25,1,1,1,11.28,0
B023077,Jeetu Chaurasia,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,40,57.6,2,btech_cse,indian,4,2.96,7.4,0,1,4,0.7,4,0.45,0.734,0.96,8.3,47,0,1,1,9.12,1
B023078,Deepak Mishra,IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,6,76.0,1,core_engineering,indian,10,8.98,8.98,1,3,0,1.0,6,0.48,0.283,0.827,9.57,237,1,1,1,9.39,0
B023079,Priya Bhatnagar,IR-E-U-0334,Visvesvaraya National Institute of Technology Nagpur,Nagpur,Maharashtra,39,57.89,2,mba,indian,10,5.46,5.46,2,1,2,0.351,0,0.468,0.379,0.645,25.03,208,0,0,0,0.0,1
B023080,Kishan Chaurasia,IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,5,76.88,1,core_engineering,indian,10,7.94,7.94,1,0,2,0.682,1,0.838,0.521,0.704,17.56,98,0,1,1,6.6,1
B023081,Akshay Bhatnagar,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,btech_cse,indian,10,7.84,7.84,0,1,5,0.9,0,0.4,0.832,0.77,21.95,177,1,1,1,8.65,0
B023082,Lokesh Krishnan,IR-E-U-0584,Indian Institute of Engineering Science and Technology Shibpur,Howrah,West Bengal,49,54.17,2,core_engineering,indian,4,3.24,8.09,0,0,1,0.708,3,0.499,0.309,0.627,8.23,71,0,0,1,5.43,0
B023083,Ravi Marwaha,IR-E-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,60,50.65,2,commerce_arts,indian,10,6.32,6.32,2,0,0,0.894,1,0.435,0.44,0.554,16.39,168,0,0,0,0.0,1
B023084,Jaya Chopra,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,btech_cse,indian,10,9.66,9.66,0,1,2,0.799,2,0.607,0.624,0.642,11.96,88,1,1,1,7.73,0
B023085,Peeyush Mahajan,IR-E-U-0373,Chitkara University,Rajpura,Punjab,94,44.82,3,commerce_arts,indian,10,7.44,7.44,0,1,1,0.655,3,0.365,0.441,0.612,11.93,161,1,1,1,4.17,0
B023086,Aditya Laxminarayan,IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,11,66.22,1,core_engineering,indian,10,7.91,7.91,1,2,1,0.921,1,0.506,0.491,0.715,33.32,59,1,1,1,8.88,1
B023087,Vipul Nair,IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,8,71.55,1,btech_cse,indian,10,9.09,9.09,0,2,0,0.609,0,0.678,0.922,0.94,13.66,103,1,1,1,14.7,0
B023088,Nilesh Nair,IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,52,52.96,2,commerce_arts,indian,10,8.63,8.63,0,0,1,0.784,1,0.507,0.548,0.466,12.68,114,0,0,1,2.97,0
B023089,Harshita Hegde,IR-E-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,5,76.88,1,core_engineering,indian,10,9.46,9.46,0,3,0,0.861,2,0.649,0.18,0.82,13.52,83,0,1,1,13.58,0
B023090,Neha Bhatnagar,IR-E-U-0373,Chitkara University,Rajpura,Punjab,94,44.82,3,btech_cse,indian,10,8.15,8.15,0,0,0,0.531,1,0.352,0.895,0.819,16.99,20,0,1,1,6.05,0
B023091,Naresh Reddy,IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,41,56.93,2,btech_cse,indian,10,7.55,7.55,0,1,4,0.705,2,0.408,0.737,0.778,6.53,50,0,0,1,6.88,0
B023092,Mohan Khanna,IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,100,43.95,3,mba,indian,4,2.8,7.01,0,1,2,0.948,2,0.448,0.546,0.45,21.15,177,0,0,1,7.28,0
B023093,Sneha Choudhury,IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,41,56.93,2,mba,indian,10,7.65,7.65,0,0,1,0.371,2,0.414,0.53,0.772,16.89,46,1,1,1,9.01,0
B023094,Gaurav Kapoor,IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,11,66.22,1,btech_cse,indian,10,8.01,8.01,0,4,3,1.0,4,0.545,0.457,0.887,26.16,239,1,1,1,10.41,0
B023095,Milan Malik,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,1,89.46,1,mba,indian,10,8.09,8.09,0,1,1,0.375,0,0.796,0.552,0.96,18.08,164,1,1,1,14.78,0
B023096,Divya Moonje,IR-E-C-1269,R V College of Engineering,Bengaluru,Karnataka,99,44.26,3,btech_cse,indian,10,6.32,6.32,1,1,2,0.518,3,0.293,0.707,0.633,4.0,36,0,0,1,3.48,1
B023097,Bhavna Mishra,IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,9,66.88,1,btech_cse,indian,10,7.14,7.14,0,4,5,0.567,5,0.328,0.842,0.917,20.75,120,1,1,1,8.74,0
B023098,Nitesh Moonje,IR-E-U-0223,Jain University Bangalore,Bengaluru,Karnataka,95,44.61,3,btech_cse,indian,10,8.51,8.51,0,1,3,0.301,2,0.379,0.688,0.665,4.0,192,1,1,1,8.6,0
B023099,Arya Dasgupta,IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,59,51.04,2,btech_cse,indian,10,6.99,6.99,1,1,4,0.799,1,0.402,0.772,0.621,10.74,188,0,1,1,5.16,0
B023100,Jeetu Nag,IR-E-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,8,71.55,1,btech_cse,indian,10,7.79,7.79,0,0,4,0.826,3,0.821,0.841,0.76,21.82,147,1,1,1,13.39,0
B023101,Geeta Bhatnagar,IR-E-U-0701,Indian Institute of Technology BHU Varanasi,Varanasi,Uttar Pradesh,10,66.69,1,commerce_arts,indian,10,8.21,8.21,0,1,1,0.469,2,0.62,0.295,0.665,9.9,158,0,1,1,6.12,0
B023102,Keya Masarrate,IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,2,86.66,1,btech_cse,indian,10,5.71,5.71,1,0,3,0.821,2,0.797,0.697,0.96,22.04,141,1,1,1,7.59,1
B023103,Naina Malik,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,1,89.46,1,commerce_arts,indian,10,9.69,9.69,0,1,0,0.853,4,0.716,0.418,0.96,13.49,116,0,1,1,11.03,0
B023104,Jeetu Kapoor,IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,6,76.0,1,mba,foreign,4,2.99,7.47,1,2,0,0.524,0,0.814,0.541,0.859,20.15,107,0,1,1,12.21,0
B023105,Eshan Luthra,IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,51,53.13,2,commerce_arts,indian,4,2.51,6.28,1,2,2,0.663,3,0.501,0.355,0.48,26.14,158,0,0,1,4.7,1
B023106,Parth Mookerjee,IR-E-C-6379,Netaji Subhas University of Technology,Delhi,Delhi,57,51.52,2,btech_cse,indian,10,7.06,7.06,0,2,3,0.732,3,0.514,0.735,0.87,13.92,70,0,1,1,7.96,0
B023107,Arjun Chaurasia,IR-E-C-1269,R V College of Engineering,Bengaluru,Karnataka,99,44.26,3,core_engineering,indian,10,5.99,5.99,1,2,2,0.676,2,0.527,0.449,0.684,18.47,46,0,0,1,2.4,1
B023108,Mrinal Lal,IR-E-C-6379,Netaji Subhas University of Technology,Delhi,Delhi,57,51.52,2,btech_cse,indian,10,7.77,7.77,0,1,4,1.0,1,0.355,0.726,0.753,16.53,217,1,1,1,7.64,0
B023109,Nandini Hegde,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,core_engineering,indian,10,7.02,7.02,0,1,1,0.702,2,0.319,0.275,0.696,10.5,77,0,1,1,4.34,1
B023110,Padma Mehta,IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,11,66.22,1,mba,indian,10,7.71,7.71,0,2,3,0.515,4,0.624,0.728,0.777,19.04,118,1,1,1,12.19,0
B023111,Parag Bhindal,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,1,89.46,1,mba,indian,10,9.52,9.52,0,3,2,1.0,3,0.803,0.672,0.96,26.52,25,1,1,1,12.7,0
B023112,Shreya Mazumdar,IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,11,66.22,1,commerce_arts,indian,10,9.2,9.2,0,1,0,0.952,2,0.521,0.614,0.626,20.72,99,1,1,1,8.23,0
B023113,Isha Mishra,IR-E-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,9,66.88,1,commerce_arts,indian,10,7.83,7.83,0,2,3,0.935,5,0.506,0.468,0.605,23.02,222,0,1,1,7.43,0
B023114,Naveen Nair,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,40,57.6,2,btech_cse,foreign,4,2.54,6.36,1,1,2,0.602,0,0.499,0.605,0.904,18.77,39,0,0,1,5.37,1
B023115,Shreya Nag,IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,41,56.93,2,core_engineering,indian,4,2.64,6.59,1,2,0,0.584,0,0.4,0.275,0.643,18.7,53,0,1,1,2.83,1
B023116,Harsh Goyanka,IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,46,55.01,2,commerce_arts,indian,10,9.55,9.55,1,2,1,0.934,4,0.459,0.422,0.599,13.1,160,1,1,1,7.23,0
B023117,Ishan Hegde,IR-E-U-0584,Indian Institute of Engineering Science and Technology Shibpur,Howrah,West Bengal,49,54.17,2,core_engineering,indian,4,2.44,6.11,0,0,0,0.53,0,0.386,0.257,0.706,13.97,58,0,0,1,2.4,1
B023118,Ravi Namboodiri,IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,53,52.85,2,core_engineering,indian,10,7.85,7.85,0,1,2,0.636,2,0.594,0.448,0.587,4.0,140,0,0,1,5.8,0
B023119,Kavya Dasgupta,IR-E-U-0701,Indian Institute of Technology BHU Varanasi,Varanasi,Uttar Pradesh,10,66.69,1,mba,indian,10,7.77,7.77,0,3,2,0.705,3,0.531,0.421,0.941,26.28,140,0,1,1,10.16,0
B023120,Manoj Mathur,IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,56,52.12,2,btech_cse,indian,10,7.67,7.67,0,1,2,0.765,0,0.53,0.781,0.719,17.74,90,1,1,1,8.16,0
B023121,Kishan Lal,IR-E-C-1269,R V College of Engineering,Bengaluru,Karnataka,99,44.26,3,commerce_arts,indian,10,6.6,6.6,2,0,0,0.543,0,0.319,0.285,0.537,8.45,168,0,0,0,0.0,0
B023122,Kushal Kapoor,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,40,57.6,2,core_engineering,indian,10,6.78,6.78,0,1,0,0.574,2,0.567,0.32,0.764,20.66,167,1,1,1,7.16,0
B023123,Aditya Iyengar,IR-E-C-19754,SR University,Warangal,Telangana,98,44.29,3,btech_cse,indian,10,5.75,5.75,0,0,1,0.33,0,0.331,0.602,0.739,17.3,15,0,0,0,0.0,0
B023124,Maitri Gupta,IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,50,54.16,2,mba,indian,10,8.0,8.0,0,1,0,0.409,0,0.398,0.637,0.711,20.65,30,0,1,1,7.58,0
B023125,Kanika Iyer,IR-E-C-19754,SR University,Warangal,Telangana,98,44.29,3,btech_cse,indian,10,6.23,6.23,0,0,4,0.907,3,0.57,0.619,0.539,4.03,203,0,1,1,2.71,0
B023126,Arya Bhindal,IR-E-C-7252,Manipal Institute of Technology,Manipal,Karnataka,56,52.12,2,commerce_arts,indian,10,5.68,5.68,0,2,0,0.723,0,0.37,0.425,0.517,17.35,205,0,0,0,0.0,1
B023127,Mrinal Kapoor,IR-E-C-6379,Netaji Subhas University of Technology,Delhi,Delhi,57,51.52,2,btech_cse,indian,10,5.86,5.86,1,1,2,0.503,0,0.382,0.738,0.626,9.87,34,0,0,0,0.0,0
B023128,Chirag Nag,IR-E-U-0223,Jain University Bangalore,Bengaluru,Karnataka,95,44.61,3,commerce_arts,indian,10,6.83,6.83,0,0,1,0.443,0,0.42,0.317,0.483,21.13,174,0,0,0,0.0,1
B023129,Gaurav Loomba,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,core_engineering,indian,10,7.68,7.68,0,1,2,0.837,4,0.454,0.327,0.589,25.65,84,1,1,1,5.56,0
B023130,Nutan Murty,IR-E-U-0621,National Institute of Technology Puducherry,Karaikal,Pondicherry,97,44.38,3,btech_cse,indian,10,7.88,7.88,0,0,3,0.429,1,0.206,0.577,0.704,11.92,160,1,1,1,6.6,0
B023131,Gaurav Bhindal,IR-E-C-6379,Netaji Subhas University of Technology,Delhi,Delhi,57,51.52,2,commerce_arts,indian,10,6.18,6.18,0,1,0,0.658,2,0.642,0.237,0.665,11.51,157,0,0,0,0.0,1
B023132,Meghna Mathur,IR-E-U-0374,Dr B R Ambedkar National Institute of Technology Jalandhar,Jalandhar,Punjab,58,51.11,2,mba,indian,10,7.79,7.79,0,3,1,0.765,0,0.393,0.715,0.731,16.45,198,0,1,1,10.16,0
B023133,Murali Khanna,IR-E-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,4,82.79,1,core_engineering,indian,10,6.9,6.9,0,4,2,0.831,3,0.633,0.361,0.663,19.78,76,0,1,1,9.17,0
B023134,Lokesh Nag,IR-E-C-19754,SR University,Warangal,Telangana,98,44.29,3,mba,indian,10,7.51,7.51,0,1,2,0.647,2,0.378,0.676,0.612,26.08,111,0,1,1,5.48,0
B023135,Manoj Kumaran,IR-E-U-0055,National Institute of Technology Silchar,Silchar,Assam,40,57.6,2,mba,indian,4,4.0,10.0,0,1,0,0.725,2,0.53,0.598,0.704,33.02,130,1,1,1,10.65,0
B023136,Parag Murty,IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,43,56.35,2,core_engineering,foreign,4,2.68,6.7,0,0,0,0.531,0,0.49,0.557,0.849,11.29,137,0,0,0,0.0,1
B023137,Muneesh Masarrate,IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,51,53.13,2,btech_cse,indian,10,6.28,6.28,0,1,4,0.817,2,0.442,0.647,0.734,13.03,213,0,1,1,4.14,0
B023138,Kushal Kapur,IR-E-U-0379,Lovely Professional University,Phagwara,Punjab,50,54.16,2,btech_cse,indian,10,6.27,6.27,0,1,1,0.835,0,0.529,0.919,0.681,12.03,86,1,1,1,4.22,1
B023139,Faisal Kumar,IR-E-U-0334,Visvesvaraya National Institute of Technology Nagpur,Nagpur,Maharashtra,39,57.89,2,btech_cse,indian,10,6.51,6.51,0,0,1,0.638,2,0.646,0.667,0.861,9.87,33,1,1,1,6.57,0
B023140,Mohan Murthy,IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,2,86.66,1,core_engineering,indian,10,7.32,7.32,0,2,1,0.944,5,0.718,0.418,0.96,13.99,112,1,1,1,6.83,1
B023141,Ananya Mohan,IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,2,86.66,1,mba,indian,10,7.89,7.89,0,2,1,0.955,4,0.81,0.631,0.809,19.55,81,1,1,1,13.59,0
B023142,Isha Mishra,IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,2,86.66,1,btech_cse,indian,10,8.04,8.04,0,2,3,0.775,1,0.822,0.691,0.872,16.0,44,1,1,1,12.95,0
B023143,Paras Nair,IR-E-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,11,66.22,1,mba,indian,10,7.42,7.42,0,2,0,0.396,0,0.671,0.59,0.96,17.41,119,0,1,1,10.82,1
B023144,Keya Menon,IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,55,52.28,2,commerce_arts,indian,10,6.7,6.7,0,1,3,0.539,3,0.506,0.274,0.636,12.45,95,0,1,1,4.15,1
B023145,Divya Dey,IR-E-U-0374,Dr B R Ambedkar National Institute of Technology Jalandhar,Jalandhar,Punjab,58,51.11,2,btech_cse,indian,10,5.93,5.93,0,0,4,0.47,1,0.495,0.566,0.672,20.25,64,0,1,1,5.59,1
B023146,Ojas Kapoor,IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,44,56.26,2,btech_cse,indian,4,2.66,6.65,0,1,3,0.857,2,0.443,0.665,0.701,11.59,55,1,1,1,6.75,1
B023147,Pavitra Krishnan,IR-E-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,43,56.35,2,mba,indian,4,3.36,8.39,0,0,3,0.32,0,0.424,0.589,0.786,13.98,143,1,1,1,11.52,0
B023148,Neha Namboodiri,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,btech_cse,indian,4,3.0,7.5,0,2,2,0.573,2,0.391,0.679,0.704,9.06,75,1,1,1,9.21,0
B023149,Mohini Mishra,IR-E-U-0701,Indian Institute of Technology BHU Varanasi,Varanasi,Uttar Pradesh,10,66.69,1,commerce_arts,indian,10,8.92,8.92,0,2,1,0.754,3,0.53,0.311,0.807,18.13,79,1,1,1,7.64,0
B023150,Leela Mehta,IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,51,53.13,2,commerce_arts,indian,10,7.25,7.25,0,1,4,0.53,3,0.395,0.283,0.811,16.19,71,0,0,1,2.7,1
B023151,Murali Bansal,IR-E-U-0564,UPES,Dehradun,Uttarakhand,42,56.65,2,commerce_arts,indian,10,6.53,6.53,0,0,2,0.353,1,0.605,0.347,0.574,17.97,91,0,1,1,4.27,1
B023152,Nandini Marwaha,IR-E-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,44,56.26,2,core_engineering,indian,4,3.18,7.96,0,0,0,0.725,4,0.737,0.368,0.666,14.31,40,0,0,1,7.95,0
B023153,Murali Moonje,IR-E-U-0564,UPES,Dehradun,Uttarakhand,42,56.65,2,commerce_arts,indian,10,6.46,6.46,1,0,1,0.625,0,0.582,0.201,0.531,11.37,176,0,0,1,3.96,1
B023154,Muneesh Dwivedi,IR-E-C-30045,C V Raman Global University Odisha,Bhubaneswar,Odisha,96,44.55,3,core_engineering,indian,10,5.08,5.08,1,1,2,0.673,2,0.576,0.235,0.472,10.89,78,0,0,0,0.0,0
B023155,Sakshi Chaurasia,IR-E-U-0255,Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,51,53.13,2,commerce_arts,indian,10,8.29,8.29,1,1,0,0.578,2,0.386,0.465,0.487,10.28,24,0,0,0,0.0,0
B023156,Parisha Mehta,IR-E-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,54,52.54,2,btech_cse,indian,10,8.35,8.35,1,0,2,0.631,0,0.397,0.897,0.87,6.46,108,1,1,1,7.35,0
B023157,Ojas Hegde,IR-E-U-0374,Dr B R Ambedkar National Institute of Technology Jalandhar,Jalandhar,Punjab,58,51.11,2,btech_cse,indian,10,6.54,6.54,0,2,2,0.684,0,0.286,0.559,0.597,15.23,174,0,0,1,5.23,0
B023158,Faisal Lamba,IR-E-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,48,54.18,2,commerce_arts,indian,10,6.87,6.87,1,1,2,0.683,3,0.589,0.468,0.467,20.61,171,0,1,1,3.23,1
B023159,Sakshi Sharma,IR-E-U-0334,Visvesvaraya National Institute of Technology Nagpur,Nagpur,Maharashtra,39,57.89,2,btech_cse,indian,10,7.19,7.19,0,1,2,0.687,1,0.582,0.587,0.743,9.29,169,0,1,1,6.49,0
B023160,Chirag Lakhanpal,IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,55,52.28,2,mba,indian,10,7.14,7.14,0,1,0,0.596,1,0.507,0.673,0.713,25.42,57,0,1,1,6.07,1
B023161,Paras Singh,IR-E-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,3,83.09,1,btech_cse,indian,4,2.62,6.55,1,2,4,0.975,4,0.784,0.401,0.96,18.9,237,1,1,1,7.67,0
B023162,Mukul Bhat,IR-E-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,2,86.66,1,mba,indian,10,8.62,8.62,0,1,3,0.692,4,0.742,0.524,0.96,15.53,149,1,1,1,14.9,0
B023163,Jatin Dey,IR-E-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,6,76.0,1,core_engineering,indian,10,8.74,8.74,0,3,3,0.941,4,0.534,0.586,0.591,16.5,191,1,1,1,9.85,0
B023164,Jeet Kumaran,IR-E-U-0014,International Institute of Information Technology Hyderabad,Hyderabad,Telangana,47,54.29,2,btech_cse,indian,4,2.92,7.29,0,1,2,0.63,0,0.475,0.757,0.797,6.85,118,1,1,1,8.67,0
B023165,Milan Patel,IR-E-C-30045,C V Raman Global University Odisha,Bhubaneswar,Odisha,96,44.55,3,btech_cse,indian,10,7.75,7.75,0,0,1,0.726,4,0.292,0.839,0.8,12.72,71,0,1,1,6.52,0
B023166,Padma Menon,IR-E-C-6379,Netaji Subhas University of Technology,Delhi,Delhi,57,51.52,2,btech_cse,indian,10,6.84,6.84,0,1,1,0.454,0,0.56,0.784,0.65,22.85,205,1,1,1,4.07,0
B023167,Milan Krishnan,IR-E-C-30045,C V Raman Global University Odisha,Bhubaneswar,Odisha,96,44.55,3,btech_cse,foreign,4,2.73,6.83,0,0,3,0.182,1,0.604,0.76,0.715,16.64,170,0,1,1,4.56,1
B023168,Karthik Dutta,IR-E-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,41,56.93,2,core_engineering,indian,10,6.02,6.02,0,0,0,0.797,3,0.377,0.491,0.599,12.74,151,0,0,0,0.0,0
B023169,Mishti Merchant,IR-E-U-0223,Jain University Bangalore,Bengaluru,Karnataka,95,44.61,3,btech_cse,indian,10,8.03,8.03,0,0,4,0.665,1,0.452,0.886,0.71,8.81,127,0,1,1,3.87,0
B023170,Deepak Lal,IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,52,52.96,2,btech_cse,indian,10,6.29,6.29,0,0,2,0.444,3,0.471,0.714,0.704,8.19,162,0,1,1,5.77,0
B023171,Leela Mahajan,IR-E-U-0555,Graphic Era University,Dehradun,Uttarakhand,52,52.96,2,btech_cse,indian,10,5.8,5.8,1,2,2,0.984,3,0.625,0.818,0.68,8.99,128,0,0,0,0.0,1
B023172,Eshan Mathur,IR-E-U-0374,Dr B R Ambedkar National Institute of Technology Jalandhar,Jalandhar,Punjab,58,51.11,2,btech_cse,indian,10,6.48,6.48,0,1,5,0.773,3,0.492,0.709,0.625,13.24,34,0,0,1,5.16,0
B023173,Siddharth Kapoor,IR-E-U-0701,Indian Institute of Technology BHU Varanasi,Varanasi,Uttar Pradesh,10,66.69,1,mba,indian,10,7.44,7.44,0,3,1,0.699,4,0.653,0.521,0.797,28.07,99,1,1,1,11.59,0
B023174,Mirza Moonje,IR-E-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,59,51.04,2,core_engineering,indian,10,7.48,7.48,0,0,0,0.403,3,0.503,0.297,0.663,16.0,77,0,0,1,4.06,0
B023175,Hemant Jain,IR-E-U-0622,National Institute of Technology Delhi,Delhi,Delhi,45,55.67,2,btech_cse,indian,10,8.14,8.14,1,0,3,0.76,3,0.348,0.616,0.642,14.44,127,0,0,1,8.61,0
B023176,Meera Bhattacharya,IR-E-U-0701,Indian Institute of Technology BHU Varanasi,Varanasi,Uttar Pradesh,10,66.69,1,commerce_arts,indian,10,7.78,7.78,0,3,2,1.0,6,0.628,0.18,0.607,26.17,21,1,1,1,7.23,1
B023177,Kavya Namboothiri,IR-E-U-0072,National Institute of Technology Patna,Patna,Bihar,55,52.28,2,btech_cse,indian,10,8.35,8.35,0,2,2,0.948,3,0.25,0.65,0.746,14.52,53,1,1,1,7.99,0
B023178,Bhuvan Khanna,IR-E-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,60,50.65,2,core_engineering,indian,10,6.15,6.15,1,1,0,0.604,1,0.383,0.677,0.7,15.64,232,0,0,0,0.0,1
B023179,Jeet Nag,IR-E-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,53,52.85,2,btech_cse,indian,10,6.65,6.65,1,1,4,0.952,2,0.539,0.691,0.749,8.57,128,1,1,1,9.39,0
B023180,Faisal Mohan,IR-E-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,7,71.86,1,btech_cse,indian,10,8.92,8.92,0,2,3,0.858,4,0.518,0.669,0.862,14.54,204,1,1,1,13.02,0
B023181,Parvati Jain,IR-E-C-1297,Siddaganga Institute of Technology,Tumkur,Karnataka,100,43.95,3,btech_cse,indian,10,6.85,6.85,1,0,2,0.529,0,0.336,0.83,0.579,23.21,80,1,1,1,3.22,0
B023182,Manasa Iyengar,IR-E-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,1,89.46,1,mba,indian,10,8.19,8.19,0,2,3,0.577,2,0.745,0.222,0.96,27.86,22,1,1,1,14.21,0
